region_code_key|city_state_key|gym_code_key|original_gym_name|gym_name|latitude|longitude|gym_location_city|gym_location_state|word_1|word_2|word_3|gmap_url|gym_image|json
NH|NORTHHILLSCA|RIMU|Rides Mural|Rides Mural|34.28134|-118.40754|NORTH HILLS|CA|RI|MU||https://www.google.com/maps/place/34.28134,-118.40754|https://lh6.ggpht.com/VcV5iYVUbL1b4vDo5Bn6vv33pb9cH6VxWaQtiV8V2xPAmO-7FiblwQHsHue-RylZkYgTEFFFl7tHlCM_8uUaxg|*
NH|NORTHHILLSCA|OCGA|Octopuss Gates|Octopuss Gates|34.236972|-118.375389|NORTH HILLS|CA|OC|GA||https://www.google.com/maps/place/34.236972,-118.375389|https://lh3.googleusercontent.com/3aNbU9Q_hGfDVkxO78PJtlBU2D0-1TZlua1z45KUxjqbMre_grT9eC4UdB81ym_88X-6Yd5UN85ka4skpZKIew|*
NH|NORTHHILLSCA|DOWA|Dog Wash|Dog Wash|34.267202|-118.420386|NORTH HILLS|CA|DO|WA||https://www.google.com/maps/place/34.267202,-118.420386|https://lh4.ggpht.com/mEYC9H2rjejg9nCCuPp20nrs-v063yZpFwNI7Gr4c-uM8REgSHxw9hnwMGpUdCXithMGp0i4jR7MgaV4tAbXjA|*
NH|NORTHHILLSCA|COFO|Corner Fountain|Corner Fountain|34.226571|-118.365784|NORTH HILLS|CA|CO|FO||https://www.google.com/maps/place/34.226571,-118.365784|https://lh3.ggpht.com/R1gqGpLccO4snkRBEZKfZ1rC_vfeDP-MG-Gj5nEK958GygpA6Ot3BZLYIZT-0MpprHXvwAS2luE6f1zXfohx|*
NH|NORTHHILLSCA|CH|Church|Church|34.264483|-118.416907|NORTH HILLS|CA|CH|||https://www.google.com/maps/place/34.264483,-118.416907|https://lh6.ggpht.com/swvUGHSJHbCHFL-snCONPWVK5b1cHkVEb7s7j-tofYN6teRdXAh8emgYUnZ9XZTq3Fvr2XbbfesVlYBFiKdXdw|*
NH|NORTHHILLSCA|HADASO|Hansen Dam Soccer Complex|Hansen Dam Soccer Complex|34.27396|-118.38204|NORTH HILLS|CA|HA|DA|SO|https://www.google.com/maps/place/34.27396,-118.38204|https://lh6.ggpht.com/oQkBADDqHdZd55lTwXeuUtK4S_rXTecbdVWfWDXS2_IAIwoRvhoXqHXIaaexsnMz8_cjkm12ZjRcTcT_1JQE|*
NH|NORTHHILLSCA|MUMA|Muffler Man|Muffler Man|34.228592|-118.434901|NORTH HILLS|CA|MU|MA||https://www.google.com/maps/place/34.228592,-118.434901|https://lh3.ggpht.com/P7LzkisKQdJSVUlA9o0TzpgmijtoFw4Yp2yHxcNRxT4r4MqZQuX6f4DWz7zDu-JDF-HGtk24ILMvOh-k7ws3TA|*
NH|NORTHHILLSCA|AGCHCE|Agape Christian Center|Agape Christian Center|34.251574|-118.442467|NORTH HILLS|CA|AG|CH|CE|https://www.google.com/maps/place/34.251574,-118.442467|https://lh4.ggpht.com/34dwhjBmvUIBmjdU6vB45sFkG3JczUDgqhpJ2ZTSydwyjiRw2D3DachudQvrE0I_Z5oy55Er_AoW4HirG4UHVQ|*
NH|NORTHHILLSCA|KEPABE|Keep Pacoima Beautiful Butterfly Painting|Keep Pacoima Beautiful Butterfly Painting|34.259176|-118.432334|NORTH HILLS|CA|KE|PA|BE|https://www.google.com/maps/place/34.259176,-118.432334|https://lh4.ggpht.com/C2jhVJG-e6wq-HYswfpuZcwuazuet-eJuDkxb6p8umoHHBEMnKMtmwRVlIr7Vj9V1MHtQ9kgZ3c9yt55chs|*
NH|NORTHHILLSCA|PANECI|Pacoima Neighborhood City Hall|Pacoima Neighborhood City Hall|34.261772|-118.427767|NORTH HILLS|CA|PA|NE|CI|https://www.google.com/maps/place/34.261772,-118.427767|https://lh3.ggpht.com/ckFPLtROX1f9D2xZgapjWqcVyZlON3VT6oprwRtwwbV06gqIyjePKEB1aweCI6DT7OCLmzxVar-dTatvBbM|*
NH|NORTHHILLSCA|ROJEPA|Roger Jessup Park|Roger Jessup Park|34.25836|-118.404045|NORTH HILLS|CA|RO|JE|PA|https://www.google.com/maps/place/34.25836,-118.404045|https://lh6.ggpht.com/-kltPOiaAwMBL4RoV0uC2A3GiXokNlJlQPABbogXh7SIsZQNPR_EbVenWKl5M7qY7hhT2qQtVYXPao_6T8E|*
NH|NORTHHILLSCA|PRIGBA|Primera Iglesia Bautista|Primera Iglesia Bautista|34.271165|-118.419085|NORTH HILLS|CA|PR|IG|BA|https://www.google.com/maps/place/34.271165,-118.419085|https://lh5.ggpht.com/45FSxhk-HQrKyCh594A1S-iCvSqOCYsu1s3em4iA6M3Gg1CJXkSNvvwwy2yWRvvbd63tf_izkyhZDpdMth6EBg|*
NH|NORTHHILLSCA|AMLEPO|American Legion Post 817|American Legion Post 817|34.222241|-118.428203|NORTH HILLS|CA|AM|LE|PO|https://www.google.com/maps/place/34.222241,-118.428203|https://lh3.googleusercontent.com/TPEYfWJRrJCJzH_hLTT_e3hjvLdCnJ1EUnkAgQQY4-w9oz1IbMrstiu2uGXoEhjVDaT7pCfOhy7v1gfGS9bc2Q|*
NH|NORTHHILLSCA|MUSEDE|Mustafa Señora De Zapopan Mureal|Mustafa Señora De Zapopan Mureal|34.212886|-118.387571|NORTH HILLS|CA|MU|SE|DE|https://www.google.com/maps/place/34.212886,-118.387571|https://lh6.ggpht.com/Fb8MdD299ET1IdO-4hgaYNhSEzK6tpSsGdIixvGim11dstB4VXxJ5sNK0UU0bnZ6qSLac6vlDhdJEOMdw9o|*
NH|NORTHHILLSCA|MU|Mural|Mural|34.218026|-118.367659|NORTH HILLS|CA|MU|||https://www.google.com/maps/place/34.218026,-118.367659|https://lh3.googleusercontent.com/4ugbovDdCpa_K418r3b0Ab1JrHKJZ8r0vCPx6nsJdquSafaB8IyF8-nmsowzuiodayssiUV9MlMumt-t_J1E|*
